"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"      DATE    DECIMAL_YEAR
   2.72998198560E+03   2.73068000000E+03       05N01W36F03S    2014-04-04    2014.25479452
   2.72947515192E+03   2.72956000000E+03       05N01W36F03S    2014-05-13    2014.36164384
   2.72927849807E+03   2.72920000000E+03       05N01W36F03S    2014-06-03    2014.41917808
   2.72894207624E+03   2.72838000000E+03       05N01W36F03S    2014-07-10    2014.52054795
   2.72882524929E+03   2.72834000000E+03       05N01W36F03S    2014-08-05    2014.59178082
   2.72955236526E+03   2.72775000000E+03       05N01W36F03S    2014-09-22    2014.72328767
   2.72997500769E+03   2.72924000000E+03       05N01W36F03S    2014-11-13    2014.86575342
   2.72991350117E+03   2.72971000000E+03       05N01W36F03S    2014-12-02    2014.91780822
   2.73008217992E+03   2.73051000000E+03       05N01W36F03S    2015-01-20    2015.05205479
   2.73023784945E+03   2.73067000000E+03       05N01W36F03S    2015-02-17    2015.12876712
   2.73027995142E+03   2.73084000000E+03       05N01W36F03S    2015-03-02    2015.16438356
   2.72921807359E+03   2.72782000000E+03       05N01W36F03S    2015-09-28    2015.73972603
   2.72952146024E+03   2.73042000000E+03       05N01W36F03S    2016-01-20    2016.05191257
   2.72972737776E+03   2.73097000000E+03       05N01W36F03S    2016-02-29    2016.16120219
   2.72775941724E+03   2.73006000000E+03       05N01W36F03S    2016-07-13    2016.53005464
   2.72874180574E+03   2.72964000000E+03       05N01W36F03S    2016-10-05    2016.75956284
   2.72484056425E+03   2.72425000000E+03       05N01W36F04S    1998-12-23    1998.97534247
   2.72819296904E+03   2.72493000000E+03       05N01W36F04S    1999-01-21    1999.05479452
   2.72844543369E+03   2.72562000000E+03       05N01W36F04S    1999-01-28    1999.07397260
   2.72918450016E+03   2.72596000000E+03       05N01W36F04S    1999-02-23    1999.14520548
   2.73000010958E+03   2.72494000000E+03       05N01W36F04S    1999-03-29    1999.23835616
   2.72792788362E+03   2.72495000000E+03       05N01W36F04S    1999-04-26    1999.31506849
   2.72751438975E+03   2.72485000000E+03       05N01W36F04S    1999-05-26    1999.39726027
   2.72721549816E+03   2.72382000000E+03       05N01W36F04S    1999-06-28    1999.48767123
   2.72698492638E+03   2.72363000000E+03       05N01W36F04S    1999-07-27    1999.56712329
   2.72673798166E+03   2.72270000000E+03       05N01W36F04S    1999-08-30    1999.66027397
   2.72654197111E+03   2.72266000000E+03       05N01W36F04S    1999-09-28    1999.73972603
   2.72635635863E+03   2.72394000000E+03       05N01W36F04S    1999-10-27    1999.81917808
   2.72614349321E+03   2.72509000000E+03       05N01W36F04S    1999-12-01    1999.91506849
   2.72603229863E+03   2.72561000000E+03       05N01W36F04S    1999-12-20    1999.96712329
   2.72868470280E+03   2.72558000000E+03       05N01W36F04S    2000-01-26    2000.06830601
   2.72956140154E+03   2.72688000000E+03       05N01W36F04S    2000-02-29    2000.16120219
   2.73009934206E+03   2.72648000000E+03       05N01W36F04S    2000-03-24    2000.22677596
   2.72853426055E+03   2.72344000000E+03       05N01W36F04S    2000-04-26    2000.31693989
   2.72821324685E+03   2.72297000000E+03       05N01W36F04S    2000-05-23    2000.39071038
   2.72792057352E+03   2.72477000000E+03       05N01W36F04S    2000-06-27    2000.48633880
   2.72770604856E+03   2.72356000000E+03       05N01W36F04S    2000-07-26    2000.56557377
   2.72751458577E+03   2.72290000000E+03       05N01W36F04S    2000-08-23    2000.64207650
   2.72732923601E+03   2.72383000000E+03       05N01W36F04S    2000-09-21    2000.72131148
   2.72713569356E+03   2.72402000000E+03       05N01W36F04S    2000-10-23    2000.80874317
   2.72693435449E+03   2.72532000000E+03       05N01W36F04S    2000-11-27    2000.90437158
   2.72681242339E+03   2.72552000000E+03       05N01W36F04S    2000-12-19    2000.96448087
   2.72919600498E+03   2.72665000000E+03       05N01W36F04S    2001-01-30    2001.07945205
   2.73005568377E+03   2.72739000000E+03       05N01W36F04S    2001-03-07    2001.17808219
   2.73047224852E+03   2.72713000000E+03       05N01W36F04S    2001-04-02    2001.24931507
   2.72867940036E+03   2.72633000000E+03       05N01W36F04S    2001-05-10    2001.35342466
   2.72848344624E+03   2.72582000000E+03       05N01W36F04S    2001-05-31    2001.41095890
   2.72826362341E+03   2.72509000000E+03       05N01W36F04S    2001-06-28    2001.48767123
   2.72802922027E+03   2.72474000000E+03       05N01W36F04S    2001-08-01    2001.58082192
   2.72785422746E+03   2.72453000000E+03       05N01W36F04S    2001-08-29    2001.65753425
   2.72933064490E+03   2.72703000000E+03       05N01W36F04S    2002-01-25    2002.06575342
   2.73059283735E+03   2.72735000000E+03       05N01W36F04S    2002-03-21    2002.21643836
   2.72843237140E+03   2.72523000000E+03       05N01W36F04S    2002-07-03    2002.50136986
   2.72800431797E+03   2.72420000000E+03       05N01W36F04S    2002-09-05    2002.67671233
   2.72898968475E+03   2.72696000000E+03       05N01W36F04S    2003-01-13    2003.03287671
   2.73050869812E+03   2.72641000000E+03       05N01W36F04S    2003-03-13    2003.19452055
   2.73069431031E+03   2.72739000000E+03       05N01W36F04S    2003-04-04    2003.25479452
   2.72965854118E+03   2.72712000000E+03       05N01W36F04S    2003-04-29    2003.32328767
   2.72943531749E+03   2.72647000000E+03       05N01W36F04S    2003-06-03    2003.41917808
   2.72931768080E+03   2.72606000000E+03       05N01W36F04S    2003-07-01    2003.49589041
   2.72927988759E+03   2.72590000000E+03       05N01W36F04S    2003-07-11    2003.52328767
   2.72924032424E+03   2.72555000000E+03       05N01W36F04S    2003-07-22    2003.55342466
   2.72918258766E+03   2.72555000000E+03       05N01W36F04S    2003-08-08    2003.60000000
   2.72909747606E+03   2.72537000000E+03       05N01W36F04S    2003-09-04    2003.67397260
   2.72897936493E+03   2.72545000000E+03       05N01W36F04S    2003-10-15    2003.78630137
   2.72886808966E+03   2.72691000000E+03       05N01W36F04S    2003-11-26    2003.90136986
   2.73007951997E+03   2.72756000000E+03       05N01W36F04S    2004-01-14    2004.03551913
   2.73102507577E+03   2.72846000000E+03       05N01W36F04S    2004-02-23    2004.14480874
   2.73167372017E+03   2.72783000000E+03       05N01W36F04S    2004-04-01    2004.24863388
   2.72984270210E+03   2.72682000000E+03       05N01W36F04S    2004-05-06    2004.34426230
   2.72955385603E+03   2.72657000000E+03       05N01W36F04S    2004-05-28    2004.40437158
   2.72921238325E+03   2.72576000000E+03       05N01W36F04S    2004-06-29    2004.49180328
   2.72907895831E+03   2.72574000000E+03       05N01W36F04S    2004-07-13    2004.53005464
   2.72887477579E+03   2.72528000000E+03       05N01W36F04S    2004-08-05    2004.59289617
   2.72856204611E+03   2.72524000000E+03       05N01W36F04S    2004-09-13    2004.69945355
   2.72842889941E+03   2.72531000000E+03       05N01W36F04S    2004-10-01    2004.74863388
   2.72821185920E+03   2.72604000000E+03       05N01W36F04S    2004-11-01    2004.83333333
   2.72791973422E+03   2.72696000000E+03       05N01W36F04S    2004-12-16    2004.95628415
   2.72858480240E+03   2.72802000000E+03       05N01W36F04S    2005-01-11    2005.02739726
   2.72909197702E+03   2.72806000000E+03       05N01W36F04S    2005-02-03    2005.09041096
   2.72923377580E+03   2.72854000000E+03       05N01W36F04S    2005-03-02    2005.16438356
   2.72912082235E+03   2.72807000000E+03       05N01W36F04S    2005-04-18    2005.29315068
   2.72867518838E+03   2.72749000000E+03       05N01W36F04S    2005-05-16    2005.36986301
   2.72842947457E+03   2.72659000000E+03       05N01W36F04S    2005-06-06    2005.42739726
   2.72801579717E+03   2.72589000000E+03       05N01W36F04S    2005-07-19    2005.54520548
   2.72794553041E+03   2.72609000000E+03       05N01W36F04S    2005-08-09    2005.60273973
   2.72832407650E+03   2.72570000000E+03       05N01W36F04S    2005-09-08    2005.68493151
   2.72871585388E+03   2.72607000000E+03       05N01W36F04S    2005-09-29    2005.74246575
   2.72896260544E+03   2.72715000000E+03       05N01W36F04S    2005-11-16    2005.87397260
   2.72897554179E+03   2.72756000000E+03       05N01W36F04S    2005-12-05    2005.92602740
   2.72929032837E+03   2.72836000000E+03       05N01W36F04S    2006-01-09    2006.02191781
   2.72942134126E+03   2.72876000000E+03       05N01W36F04S    2006-02-03    2006.09041096
   2.72955778539E+03   2.72907000000E+03       05N01W36F04S    2006-03-07    2006.17808219
   2.72960945518E+03   2.72833000000E+03       05N01W36F04S    2006-04-03    2006.25205479
   2.72896067029E+03   2.72782000000E+03       05N01W36F04S    2006-05-11    2006.35616438
   2.72865037383E+03   2.72723000000E+03       05N01W36F04S    2006-06-01    2006.41369863
   2.72817809239E+03   2.72654000000E+03       05N01W36F04S    2006-07-05    2006.50684932
   2.72796543957E+03   2.72634000000E+03       05N01W36F04S    2006-08-03    2006.58630137
   2.72816323453E+03   2.72565000000E+03       05N01W36F04S    2006-09-05    2006.67671233
   2.72931132984E+03   2.72631000000E+03       05N01W36F04S    2006-10-16    2006.78904110
   2.72925844695E+03   2.72673000000E+03       05N01W36F04S    2006-11-06    2006.84657534
   2.72892391237E+03   2.72744000000E+03       05N01W36F04S    2006-12-04    2006.92328767
   2.72915994438E+03   2.72821000000E+03       05N01W36F04S    2007-01-02    2007.00273973
   2.72937368481E+03   2.72888000000E+03       05N01W36F04S    2007-02-08    2007.10410959
   2.72935928329E+03   2.72900000000E+03       05N01W36F04S    2007-03-07    2007.17808219
   2.72928102563E+03   2.72830000000E+03       05N01W36F04S    2007-04-03    2007.25205479
   2.72901483100E+03   2.72801000000E+03       05N01W36F04S    2007-05-01    2007.32876712
   2.72835471283E+03   2.72727000000E+03       05N01W36F04S    2007-06-04    2007.42191781
   2.72797177038E+03   2.72664000000E+03       05N01W36F04S    2007-07-02    2007.49863014
   2.72772170800E+03   2.72646000000E+03       05N01W36F04S    2007-08-02    2007.58356164
   2.72793494422E+03   2.72619000000E+03       05N01W36F04S    2007-09-06    2007.67945205
   2.72893210050E+03   2.72667000000E+03       05N01W36F04S    2007-10-12    2007.77808219
   2.72905187492E+03   2.72713000000E+03       05N01W36F04S    2007-11-05    2007.84383562
   2.72868739057E+03   2.72769000000E+03       05N01W36F04S    2007-12-04    2007.92328767
   2.72897753118E+03   2.72829000000E+03       05N01W36F04S    2008-01-02    2008.00273224
   2.72916004354E+03   2.72907000000E+03       05N01W36F04S    2008-02-04    2008.09289617
   2.72911143371E+03   2.72860000000E+03       05N01W36F04S    2008-03-11    2008.19125683
   2.72905946136E+03   2.72849000000E+03       05N01W36F04S    2008-04-02    2008.25136612
   2.72838707461E+03   2.72764000000E+03       05N01W36F04S    2008-05-12    2008.36065574
   2.72768131990E+03   2.72695000000E+03       05N01W36F04S    2008-06-18    2008.46174863
   2.72748977265E+03   2.72689000000E+03       05N01W36F04S    2008-07-03    2008.50273224
   2.72724808884E+03   2.72603000000E+03       05N01W36F04S    2008-08-05    2008.59289617
   2.72716146519E+03   2.72569000000E+03       05N01W36F04S    2008-09-02    2008.66939891
   2.72786189752E+03   2.72538000000E+03       05N01W36F04S    2008-09-30    2008.74590164
   2.72838618225E+03   2.72666000000E+03       05N01W36F04S    2008-11-06    2008.84699454
   2.72796443414E+03   2.72747000000E+03       05N01W36F04S    2008-12-01    2008.91530055
   2.72828761378E+03   2.72800000000E+03       05N01W36F04S    2009-01-05    2009.01095890
   2.72822278760E+03   2.72860000000E+03       05N01W36F04S    2009-02-03    2009.09041096
   2.72827789920E+03   2.72912000000E+03       05N01W36F04S    2009-03-04    2009.16986301
   2.72804606533E+03   2.72845000000E+03       05N01W36F04S    2009-04-06    2009.26027397
   2.72755591334E+03   2.72758000000E+03       05N01W36F04S    2009-05-04    2009.33698630
   2.72675836022E+03   2.72702000000E+03       05N01W36F04S    2009-06-01    2009.41369863
   2.72639856158E+03   2.72680000000E+03       05N01W36F04S    2009-06-29    2009.49041096
   2.72592540908E+03   2.72655000000E+03       05N01W36F04S    2009-08-03    2009.58630137
   2.72584764052E+03   2.72599000000E+03       05N01W36F04S    2009-08-24    2009.64383562
   2.72707227033E+03   2.72617000000E+03       05N01W36F04S    2009-10-05    2009.75890411
   2.72779182843E+03   2.72692000000E+03       05N01W36F04S    2009-11-02    2009.83561644
   2.72697113151E+03   2.72788000000E+03       05N01W36F04S    2009-12-01    2009.91506849
   2.72736860088E+03   2.72845000000E+03       05N01W36F04S    2009-12-30    2009.99452055
   2.72887423801E+03   2.72909000000E+03       05N01W36F04S    2010-02-01    2010.08493151
   2.72950872260E+03   2.72957000000E+03       05N01W36F04S    2010-03-09    2010.18356164
   2.72983216234E+03   2.72962000000E+03       05N01W36F04S    2010-03-30    2010.24109589
   2.73033976810E+03   2.72858000000E+03       05N01W36F04S    2010-05-03    2010.33424658
   2.73093461489E+03   2.72842000000E+03       05N01W36F04S    2010-06-17    2010.45753425
   2.73109345656E+03   2.72845000000E+03       05N01W36F04S    2010-06-30    2010.49315068
   2.73141182588E+03   2.72721000000E+03       05N01W36F04S    2010-07-27    2010.56712329
   2.73181514145E+03   2.72696000000E+03       05N01W36F04S    2010-09-01    2010.66575342
   2.73165730806E+03   2.72705000000E+03       05N01W36F04S    2010-10-05    2010.75890411
   2.73017526012E+03   2.72761000000E+03       05N01W36F04S    2010-11-02    2010.83561644
   2.72599864223E+03   2.72899000000E+03       05N01W36F04S    2010-12-14    2010.95068493
   2.72720653405E+03   2.72933000000E+03       05N01W36F04S    2011-01-11    2011.02739726
   2.72809487997E+03   2.72954000000E+03       05N01W36F04S    2011-02-03    2011.09041096
   2.72858993053E+03   2.73011000000E+03       05N01W36F04S    2011-03-11    2011.18904110
   2.72845271516E+03   2.72980000000E+03       05N01W36F04S    2011-04-13    2011.27945205
   2.72821930386E+03   2.72862000000E+03       05N01W36F04S    2011-05-05    2011.33972603
   2.72741429914E+03   2.72804000000E+03       05N01W36F04S    2011-06-27    2011.48493151
   2.72717221911E+03   2.72797000000E+03       05N01W36F04S    2011-07-15    2011.53424658
   2.72683095650E+03   2.72719000000E+03       05N01W36F04S    2011-08-24    2011.64383562
   2.72733237789E+03   2.72681000000E+03       05N01W36F04S    2011-09-07    2011.68219178
   2.72784677687E+03   2.72704000000E+03       05N01W36F04S    2011-09-22    2011.72328767
   2.72843167478E+03   2.72805000000E+03       05N01W36F04S    2011-11-09    2011.85479452
   2.72836920204E+03   2.72914000000E+03       05N01W36F04S    2011-12-15    2011.95342466
   2.72853377633E+03   2.72969000000E+03       05N01W36F04S    2012-01-11    2012.02732240
   2.72911155023E+03   2.73014000000E+03       05N01W36F04S    2012-02-21    2012.13934426
   2.72921424821E+03   2.73044000000E+03       05N01W36F04S    2012-03-06    2012.17759563
   2.72931420980E+03   2.73048000000E+03       05N01W36F04S    2012-04-04    2012.25683060
   2.72902434965E+03   2.72893000000E+03       05N01W36F04S    2012-05-07    2012.34699454
   2.72835888272E+03   2.72826000000E+03       05N01W36F04S    2012-06-12    2012.44535519
   2.72810690923E+03   2.72769000000E+03       05N01W36F04S    2012-07-03    2012.50273224
   2.72792128123E+03   2.72733000000E+03       05N01W36F04S    2012-08-14    2012.61748634
   2.72849628468E+03   2.72732000000E+03       05N01W36F04S    2012-09-07    2012.68306011
   2.72958108657E+03   2.72736000000E+03       05N01W36F04S    2012-10-09    2012.77049180
   2.72943984610E+03   2.72909000000E+03       05N01W36F04S    2012-11-28    2012.90710383
   2.72957701111E+03   2.72957000000E+03       05N01W36F04S    2012-12-12    2012.94535519
   2.72978285032E+03   2.73002000000E+03       05N01W36F04S    2013-01-14    2013.03561644
   2.72989208445E+03   2.73050000000E+03       05N01W36F04S    2013-02-04    2013.09315068
   2.72997324892E+03   2.73081000000E+03       05N01W36F04S    2013-03-13    2013.19452055
   2.72968752189E+03   2.72959000000E+03       05N01W36F04S    2013-04-18    2013.29315068
   2.72915463623E+03   2.72883000000E+03       05N01W36F04S    2013-05-29    2013.40547945
   2.72892601066E+03   2.72836000000E+03       05N01W36F04S    2013-06-24    2013.47671233
   2.72868739065E+03   2.72806000000E+03       05N01W36F04S    2013-07-23    2013.55616438
   2.72857035139E+03   2.72769000000E+03       05N01W36F04S    2013-08-14    2013.61643836
   2.72862057277E+03   2.72821000000E+03       05N01W36F04S    2013-09-03    2013.67123288
   2.72987710230E+03   2.72887000000E+03       05N01W36F04S    2013-10-16    2013.78904110
   2.72955545067E+03   2.72991000000E+03       05N01W36F04S    2013-11-19    2013.88219178
   2.72961704112E+03   2.73019000000E+03       05N01W36F04S    2013-12-12    2013.94520548
   2.72971258713E+03   2.73056000000E+03       05N01W36F04S    2014-01-09    2014.02191781
   2.72979344923E+03   2.73107000000E+03       05N01W36F04S    2014-02-03    2014.09041096
   2.73002639490E+03   2.73130000000E+03       05N01W36F04S    2014-03-20    2014.21369863
   2.72998198560E+03   2.73089000000E+03       05N01W36F04S    2014-04-04    2014.25479452
   2.72947515192E+03   2.72979000000E+03       05N01W36F04S    2014-05-13    2014.36164384
   2.72927849807E+03   2.72942000000E+03       05N01W36F04S    2014-06-03    2014.41917808
   2.72894207624E+03   2.72861000000E+03       05N01W36F04S    2014-07-10    2014.52054795
   2.72882524929E+03   2.72854000000E+03       05N01W36F04S    2014-08-05    2014.59178082
   2.72955236526E+03   2.72796000000E+03       05N01W36F04S    2014-09-22    2014.72328767
   2.72997500769E+03   2.72944000000E+03       05N01W36F04S    2014-11-13    2014.86575342
   2.72991350117E+03   2.72991000000E+03       05N01W36F04S    2014-12-02    2014.91780822
   2.73008217992E+03   2.73071000000E+03       05N01W36F04S    2015-01-20    2015.05205479
   2.73023784945E+03   2.73089000000E+03       05N01W36F04S    2015-02-17    2015.12876712
   2.73027995142E+03   2.73106000000E+03       05N01W36F04S    2015-03-02    2015.16438356
   2.72921807359E+03   2.72806000000E+03       05N01W36F04S    2015-09-28    2015.73972603
   2.72952146024E+03   2.73065000000E+03       05N01W36F04S    2016-01-20    2016.05191257
   2.72972737776E+03   2.73119000000E+03       05N01W36F04S    2016-02-29    2016.16120219
   2.72775941724E+03   2.73026000000E+03       05N01W36F04S    2016-07-13    2016.53005464
   2.72874180574E+03   2.72987000000E+03       05N01W36F04S    2016-10-05    2016.75956284
   2.75610057449E+03   2.77001000000E+03       05N01W36F05S    1998-12-23    1998.97534247
   2.75603981707E+03   2.77001000000E+03       05N01W36F05S    1999-01-21    1999.05479452
   2.75602593675E+03   2.77092000000E+03       05N01W36F05S    1999-01-28    1999.07397260
   2.75597538469E+03   2.76788000000E+03       05N01W36F05S    1999-02-23    1999.14520548
   2.75591134914E+03   2.76763000000E+03       05N01W36F05S    1999-03-29    1999.23835616
   2.75585661329E+03   2.76348000000E+03       05N01W36F05S    1999-04-26    1999.31506849
   2.75579655183E+03   2.76321000000E+03       05N01W36F05S    1999-05-26    1999.39726027
   2.75573006085E+03   2.76288000000E+03       05N01W36F05S    1999-06-28    1999.48767123
   2.75566932570E+03   2.76263000000E+03       05N01W36F05S    1999-07-28    1999.56986301
   2.75560232399E+03   2.76263000000E+03       05N01W36F05S    1999-08-30    1999.66027397
   2.75554333224E+03   2.76219000000E+03       05N01W36F05S    1999-09-28    1999.73972603
   2.75548425257E+03   2.76233000000E+03       05N01W36F05S    1999-10-27    1999.81917808
   2.75541284562E+03   2.76254000000E+03       05N01W36F05S    1999-12-01    1999.91506849
   2.75537404072E+03   2.76262000000E+03       05N01W36F05S    1999-12-20    1999.96712329
   2.75530167734E+03   2.76004000000E+03       05N01W36F05S    2000-01-26    2000.06830601
   2.75523943951E+03   2.76287000000E+03       05N01W36F05S    2000-02-29    2000.16120219
   2.75519677920E+03   2.76281000000E+03       05N01W36F05S    2000-03-24    2000.22677596
   2.75513666568E+03   2.75999000000E+03       05N01W36F05S    2000-04-26    2000.31693989
   2.75508620830E+03   2.75978000000E+03       05N01W36F05S    2000-05-23    2000.39071038
   2.75502038341E+03   2.76218000000E+03       05N01W36F05S    2000-06-27    2000.48633880
   2.75496554910E+03   2.76206000000E+03       05N01W36F05S    2000-07-26    2000.56557377
   2.75491239928E+03   2.76137000000E+03       05N01W36F05S    2000-08-23    2000.64207650
   2.75485715439E+03   2.76152000000E+03       05N01W36F05S    2000-09-21    2000.72131148
   2.75479599057E+03   2.76119000000E+03       05N01W36F05S    2000-10-23    2000.80874317
   2.75472887158E+03   2.76163000000E+03       05N01W36F05S    2000-11-27    2000.90437158
   2.75468657907E+03   2.76153000000E+03       05N01W36F05S    2000-12-19    2000.96448087
   2.75460951920E+03   2.76176000000E+03       05N01W36F05S    2001-01-30    2001.07945205
   2.75454759496E+03   2.76217000000E+03       05N01W36F05S    2001-03-07    2001.17808219
   2.75450414720E+03   2.76203000000E+03       05N01W36F05S    2001-04-02    2001.24931507
   2.75443743878E+03   2.76185000000E+03       05N01W36F05S    2001-05-10    2001.35342466
   2.75440011331E+03   2.76162000000E+03       05N01W36F05S    2001-05-31    2001.41095890
   2.75435010626E+03   2.76127000000E+03       05N01W36F05S    2001-06-28    2001.48767123
   2.75428906788E+03   2.76116000000E+03       05N01W36F05S    2001-08-01    2001.58082192
   2.75423858761E+03   2.76100000000E+03       05N01W36F05S    2001-08-29    2001.65753425
   2.75397030436E+03   2.76109000000E+03       05N01W36F05S    2002-01-25    2002.06575342
   2.75388073422E+03   2.76115000000E+03       05N01W36F05S    2002-03-21    2002.21643836
   2.75370636406E+03   2.76041000000E+03       05N01W36F05S    2002-07-03    2002.50136986
   2.75359628975E+03   2.75987000000E+03       05N01W36F05S    2002-09-05    2002.67671233
   2.75337105216E+03   2.76013000000E+03       05N01W36F05S    2003-01-13    2003.03287671
   2.75327813821E+03   2.76030000000E+03       05N01W36F05S    2003-03-13    2003.19452055
   2.75324479296E+03   2.76022000000E+03       05N01W36F05S    2003-04-04    2003.25479452
   2.75320562078E+03   2.76004000000E+03       05N01W36F05S    2003-04-29    2003.32328767
   2.75315027880E+03   2.75987000000E+03       05N01W36F05S    2003-06-03    2003.41917808
   2.75310588666E+03   2.75961000000E+03       05N01W36F05S    2003-07-01    2003.49589041
   2.75309001609E+03   2.75949000000E+03       05N01W36F05S    2003-07-11    2003.52328767
   2.75307255043E+03   2.75937000000E+03       05N01W36F05S    2003-07-22    2003.55342466
   2.75304554461E+03   2.75935000000E+03       05N01W36F05S    2003-08-08    2003.60000000
   2.75300262920E+03   2.75912000000E+03       05N01W36F05S    2003-09-04    2003.67397260
   2.75293742582E+03   2.75893000000E+03       05N01W36F05S    2003-10-15    2003.78630137
   2.75287061429E+03   2.75911000000E+03       05N01W36F05S    2003-11-26    2003.90136986
   2.75279348982E+03   2.75922000000E+03       05N01W36F05S    2004-01-14    2004.03551913
   2.75273496378E+03   2.75939000000E+03       05N01W36F05S    2004-02-23    2004.14480874
   2.75268148107E+03   2.75931000000E+03       05N01W36F05S    2004-04-01    2004.24863388
   2.75262961018E+03   2.75903000000E+03       05N01W36F05S    2004-05-06    2004.34426230
   2.75259635526E+03   2.75877000000E+03       05N01W36F05S    2004-05-28    2004.40437158
   2.75254748982E+03   2.75844000000E+03       05N01W36F05S    2004-06-29    2004.49180328
   2.75252594871E+03   2.75830000000E+03       05N01W36F05S    2004-07-13    2004.53005464
   2.75249038280E+03   2.75816000000E+03       05N01W36F05S    2004-08-05    2004.59289617
   2.75242962147E+03   2.75791000000E+03       05N01W36F05S    2004-09-13    2004.69945355
   2.75240139827E+03   2.75789000000E+03       05N01W36F05S    2004-10-01    2004.74863388
   2.75235256916E+03   2.75788000000E+03       05N01W36F05S    2004-11-01    2004.83333333
   2.75228281721E+03   2.75799000000E+03       05N01W36F05S    2004-12-15    2004.95355191
   2.75224031091E+03   2.75832000000E+03       05N01W36F05S    2005-01-11    2005.02739726
   2.75220548641E+03   2.75823000000E+03       05N01W36F05S    2005-02-03    2005.09041096
   2.75216504671E+03   2.75843000000E+03       05N01W36F05S    2005-03-02    2005.16438356
   2.75209509326E+03   2.75841000000E+03       05N01W36F05S    2005-04-18    2005.29315068
   2.75205303818E+03   2.75817000000E+03       05N01W36F05S    2005-05-16    2005.36986301
   2.75202104137E+03   2.75786000000E+03       05N01W36F05S    2005-06-06    2005.42739726
   2.75195477180E+03   2.75739000000E+03       05N01W36F05S    2005-07-19    2005.54520548
   2.75192220718E+03   2.75728000000E+03       05N01W36F05S    2005-08-09    2005.60273973
   2.75187592896E+03   2.75712000000E+03       05N01W36F05S    2005-09-08    2005.68493151
   2.75184448647E+03   2.75706000000E+03       05N01W36F05S    2005-09-29    2005.74246575
   2.75177483678E+03   2.75714000000E+03       05N01W36F05S    2005-11-16    2005.87397260
   2.75174696520E+03   2.75719000000E+03       05N01W36F05S    2005-12-05    2005.92602740
   2.75169636724E+03   2.75744000000E+03       05N01W36F05S    2006-01-09    2006.02191781
   2.75166065703E+03   2.75746000000E+03       05N01W36F05S    2006-02-03    2006.09041096
   2.75161534539E+03   2.75757000000E+03       05N01W36F05S    2006-03-07    2006.17808219
   2.75157743783E+03   2.75751000000E+03       05N01W36F05S    2006-04-03    2006.25205479
   2.75152349570E+03   2.75727000000E+03       05N01W36F05S    2006-05-11    2006.35616438
   2.75149301661E+03   2.75707000000E+03       05N01W36F05S    2006-06-01    2006.41369863
   2.75144290290E+03   2.75668000000E+03       05N01W36F05S    2006-07-05    2006.50684932
   2.75139976738E+03   2.75644000000E+03       05N01W36F05S    2006-08-03    2006.58630137
   2.75135078393E+03   2.75617000000E+03       05N01W36F05S    2006-09-05    2006.67671233
   2.75129233367E+03   2.75601000000E+03       05N01W36F05S    2006-10-16    2006.78904110
   2.75126330033E+03   2.75601000000E+03       05N01W36F05S    2006-11-06    2006.84657534
   2.75122382396E+03   2.75606000000E+03       05N01W36F05S    2006-12-04    2006.92328767
   2.75118338843E+03   2.75630000000E+03       05N01W36F05S    2007-01-02    2007.00273973
   2.75113254963E+03   2.75635000000E+03       05N01W36F05S    2007-02-08    2007.10410959
   2.75109566635E+03   2.75636000000E+03       05N01W36F05S    2007-03-07    2007.17808219
   2.75105877810E+03   2.75624000000E+03       05N01W36F05S    2007-04-03    2007.25205479
   2.75102021093E+03   2.75603000000E+03       05N01W36F05S    2007-05-01    2007.32876712
   2.75097236587E+03   2.75570000000E+03       05N01W36F05S    2007-06-04    2007.42191781
   2.75093227795E+03   2.75542000000E+03       05N01W36F05S    2007-07-02    2007.49863014
   2.75088748660E+03   2.75520000000E+03       05N01W36F05S    2007-08-02    2007.58356164
   2.75083689137E+03   2.75496000000E+03       05N01W36F05S    2007-09-06    2007.67945205
   2.75078689089E+03   2.75483000000E+03       05N01W36F05S    2007-10-12    2007.77808219
   2.75075462721E+03   2.75477000000E+03       05N01W36F05S    2007-11-05    2007.84383562
   2.75071492122E+03   2.75511000000E+03       05N01W36F05S    2007-12-04    2007.92328767
   2.75067576151E+03   2.75518000000E+03       05N01W36F05S    2008-01-02    2008.00273224
   2.75063183115E+03   2.75533000000E+03       05N01W36F05S    2008-02-04    2008.09289617
   2.75058417693E+03   2.75533000000E+03       05N01W36F05S    2008-03-11    2008.19125683
   2.75055505729E+03   2.75532000000E+03       05N01W36F05S    2008-04-02    2008.25136612
   2.75050131561E+03   2.75500000000E+03       05N01W36F05S    2008-05-12    2008.36065574
   2.75045014445E+03   2.75461000000E+03       05N01W36F05S    2008-06-18    2008.46174863
   2.75042900983E+03   2.75446000000E+03       05N01W36F05S    2008-07-03    2008.50273224
   2.75038222933E+03   2.75407000000E+03       05N01W36F05S    2008-08-05    2008.59289617
   2.75034236575E+03   2.75391000000E+03       05N01W36F05S    2008-09-02    2008.66939891
   2.75030363846E+03   2.75374000000E+03       05N01W36F05S    2008-09-30    2008.74590164
   2.75025434454E+03   2.75378000000E+03       05N01W36F05S    2008-11-06    2008.84699454
   2.75022048061E+03   2.75391000000E+03       05N01W36F05S    2008-12-01    2008.91530055
   2.75017376277E+03   2.75404000000E+03       05N01W36F05S    2009-01-05    2009.01095890
